source_id,ra,dec,parallax,parallax_error,phot_g_mean_mag
181522497972480,45.92554547351457,1.0417109798039124,2.194354715000767,1.4289933,20.453453
183377923855488,46.084350821750206,1.1235044344880902,1.3905855502959306,0.6526222,19.891403
184413011432704,46.0836348348046,1.1685831233119628,3.2272019044447733,0.041161623,15.80677
193342248052608,46.21321693499201,1.3168364489203521,1.0928390261907575,0.29457054,19.272158
197366632798208,45.965947431737824,1.2082604339529066,1.1196583762412766,0.03100548,14.15699
202314435122176,46.058682679971746,1.197614532701878,6.739925290260666,0.07752595,16.684252
203066053951488,46.11578780862462,1.2648528323268486,1.0985751070503218,0.5497031,19.872416
208602267210624,45.992763754701315,1.3845430808087542,1.3258819342846915,0.028552031,14.626212
210762635354624,46.06092596152946,1.4526123248359883,1.4526080344835872,0.5504218,19.938236
212137025138560,45.38385187276384,0.9923792147315397,1.4326918386939231,0.94694835,20.57124
214095530044800,45.50734836523777,1.0589414305663614,9.648876014119757,0.015705667,12.420376
216844309149952,45.24319853326131,1.0468637521849842,1.7099865429064545,0.116170354,17.843126
218665375304960,45.39478555441437,1.1364990788594975,1.5950097099925407,0.17684484,18.20711
226430676211968,45.42915705890562,1.2508870917992443,1.8100766163127289,0.12159803,17.510971
232203112243968,45.234077189706646,1.1991404334484999,2.0006424250027903,0.16733728,18.333261
250070176372096,45.73853727214833,1.3609854101363295,1.9458070060655015,0.2904701,18.955885
251994323549184,45.58430307653906,1.342762216343397,1.2203666305707244,0.9161199,20.35703
254781755579648,45.731018376293356,1.4619461384043444,1.0660234097252108,0.033655874,14.885365
258213434393216,45.98774133898043,1.5054540939459704,1.9357125516329123,0.62194055,19.962435
258453952430848,45.91806380083665,1.4732572025616157,3.4035766678846575,0.07607911,16.913786
260652975686912,45.73521582255741,1.4747522785495828,1.0618571701288164,0.2436852,18.812763
263302970754944,45.83328511138776,1.6026471146436863,1.064346500678773,0.03902816,15.801997
267696722062592,45.57634564432585,1.5193491788448115,1.0387172215640128,0.24845195,18.7915
268727514039552,45.44773441317994,1.4789791769042802,4.113845699666647,0.017494004,12.676742
271029616871680,45.56917686917121,1.5433130124338386,2.2729305083593987,0.84573984,20.15508
272507085605888,45.51348739573977,1.6124268202396546,3.6701736448158853,0.1418664,17.997997
273640956967040,45.74755867883683,1.576215697488376,1.2226677311286496,0.19875449,18.616804
275672476500608,45.85149547027662,1.6501857506198312,1.048943850070169,0.02019801,14.252428
276561534763392,45.80110750218074,1.668346071073714,1.3438910804445403,0.49313977,20.02891
281681135151744,44.30610374979294,0.6279046199994761,1.1135294327837852,0.07319831,16.54951
281857229552768,44.28283583847131,0.6450454222028608,2.332158104990534,0.1430081,17.831524
285598145337088,44.36429175865988,0.7770213754466678,1.3392199244345513,0.30822507,19.280626
286285340099072,44.20646381627989,0.7209506446692744,1.6505910105415658,0.6949507,20.43925
287178693437184,44.17940202584485,0.7395698345978305,3.3616806001432575,0.72600085,20.216442
288415643965568,44.267395563524836,0.778923318166277,2.060235278498414,0.4026609,19.514984
290614667139840,44.43530314183546,0.7827001508441608,2.4385388657391154,0.13049662,17.680927
291477956289024,44.43504058275967,0.8119785105183457,3.174836692262582,0.04210323,15.561382
293226007642880,44.61351401498229,0.8973442028109333,1.8040500508874766,0.60610676,19.79134
294222441030528,44.562677478531334,0.9215530128767628,1.4168309166797144,1.1143906,20.634628
304633440405248,43.98206577799129,0.8724490593083446,1.7137163320070938,0.119039305,17.576727
317831875635328,44.59530125397812,0.9526993991325557,1.1485122251080697,0.047315553,15.962214
318897027522688,44.7530388325461,0.9922085865431535,1.2894120146359394,0.06030688,16.428265
322195562381824,44.53331731826154,1.0287134944076224,1.0365436908709866,0.021848373,14.276851
323531296899200,44.63331007862332,1.073012194917412,1.117920479699394,0.9019174,20.370716
328066783084800,44.906751740367845,1.1661886311837808,2.4411109136212334,1.5085944,20.822687
329441171787264,44.93635676570425,1.218540547516151,5.099129412379853,0.118380815,17.86403
330712482099328,44.77294551187945,1.193451755003416,2.09700354895757,0.15002498,18.230913
332361749688576,44.81376915658764,1.2364712479429405,1.8013188396673276,0.6054102,20.047327
335797723362176,44.43286923234462,1.1342412896766465,2.506956163575728,0.22416729,18.394262
336351774585216,44.4845004125332,1.1833133676886798,1.0132688230937483,0.023183512,14.386108
338001042024448,44.52508349277808,1.2122007230202767,1.3887443053496267,0.020557765,14.335721
339169273133568,44.382229997700996,1.1813738694804332,1.2579302384890634,0.06142019,16.600853
339959547115904,44.352204492901514,1.2000528018385268,2.3493274252411096,0.030430758,15.182729
340127050416000,44.32038331301936,1.2068425514689676,1.0628079165134776,0.20836256,18.54979
343047628313728,44.648970490566086,1.197704353799398,7.105424908666152,0.5047135,19.83968
346552321536768,44.7084723189398,1.347347241311338,1.9469618770418162,0.15833692,17.611326
346586681148160,44.7237663012746,1.3510883819440094,1.604793349644883,0.07581157,11.843786
352118598838400,43.923440438691934,0.9269617618774144,2.5440716652124156,0.14969108,18.09326
353664787147136,43.971883036199415,1.003554872266235,1.8150409936517995,0.3436609,19.413977
354523780537216,44.014696857833286,1.0279251037724189,3.4922629016958955,0.112236604,17.471994
360227497190400,43.97214495231917,1.1471549172635482,1.4680417313141694,0.47537878,19.801449
362632678877568,44.086966616089846,1.1624495919191742,2.17064468783109,0.4134069,19.411793
363461608162048,44.244048519151626,1.1736854765685667,3.5287721455328014,0.109249175,17.618633
367206819615616,44.04186965145035,1.2589113671419487,3.019614961928303,0.02627291,11.003296
371703649804672,43.8364316168452,1.1374295390569265,1.8739716177921872,1.4350307,20.507093
371738009473408,43.85364936221646,1.1462489121520245,1.116700403419984,0.2645217,18.980331
