source_id,ra,dec,parallax,parallax_error,parallax_corrected,period_days,mean_g_mag,mean_bp_mag,mean_rp_mag,g_mag_error,bp_mag_error,rp_mag_error
5334506135119058304,171.27391888580152,-60.73461169166571,0.5609558933481774,0.014276453,0.5909558933481774,5.310205208677666,8.49598,9.053618,7.786929,0.0015055556,0.0028289622,0.006875722
461710844045583744,48.518269727430535,58.19515671956873,0.3911069658844115,0.026354356,0.42110696588441154,2.940071749903214,14.239663,16.18501,12.928321,0.0041695507,0.0057479,0.0048742136
4041690364529590144,267.7181112584579,-33.705676248707995,0.72793709911494,0.032087274,0.75793709911494,20.329497690713033,7.308263,8.275803,6.358209,0.032096446,0.031763185,0.0143193165
510907323601978752,20.426519963658613,61.76872542266497,0.29521500444675536,0.012994518,0.32521500444675533,3.7555122211417507,12.58656,13.802932,11.497419,7.077563E-4,0.0018918896,0.0012569136
4313179507891570304,287.5017243851787,12.536535587687256,0.2987403877178257,0.017270518,0.32874038771782566,13.441567384916487,10.072142,11.167308,9.074462,0.015612666,0.012637719,0.016010068
3105860283909081728,103.0507050071039,-2.8069596245041555,0.2206189026288878,0.013002387,0.2506189026288878,5.456384166052751,11.424509,12.136313,10.581708,0.0036881834,0.006811456,0.0030944266
4145697876614018048,272.87749184304135,-15.925976614019543,0.31175729455850604,0.021004453,0.341757294558506,9.010219392781151,10.667292,12.017928,9.567948,0.0024421741,0.002573177,0.023939729
2016581673416790656,350.6184631891322,62.75714262023794,0.3035762285607484,0.01461253,0.3335762285607484,15.087595063310054,10.137236,11.276016,9.088169,0.009559351,0.047425665,0.0058459905
2016648022068515840,353.16241135013735,63.06920911365897,0.3325027299249212,0.01611769,0.36250272992492116,4.742884843523951,12.236647,13.482338,11.1349125,0.0016346854,0.0015594449,0.0011313959
2055809495218465152,303.9930131637633,35.01469729735733,0.40068107695670807,0.017682247,0.4306810769567081,6.7173915197932965,9.791814,10.860421,8.76298,0.0016204527,0.0023984879,0.00142027
2030063919381336832,299.7949761560388,29.450723167184098,0.38907605681710933,0.014379238,0.41907605681710935,7.818315864271902,9.37511,10.147086,8.501809,0.0014392849,0.0017961374,0.0016261833
3425576270732293632,93.9995282424924,23.74748704466431,0.28421910107169657,0.019894376,0.3142191010716966,2.6347163155921187,11.561804,12.216192,10.794697,0.025003472,0.019562531,0.027172051
5350688609777998720,159.06148588778493,-58.42102379840728,0.37492594430210197,0.017683389,0.40492594430210194,5.517288355424114,12.342813,14.025019,11.107231,0.0051688757,0.005493136,0.0027520682
5864135319959353600,204.15365781402897,-64.55831585329346,0.22722925593826832,0.018277874,0.2572292559382683,34.02846822286729,9.060322,10.090166,8.058197,0.0022691865,0.007316709,0.0036110417
